"00012928660327";"Rockabilly Rebellion: The Very Best Of Ray Campi Vol. 1";"266230";"3432-0";"";"20110607"
"00012928800228";"No Road Back Home";"272087";"3432-0";"";"20110628"
"00012928800624";"Cold Is The Night";"270634";"3432-0";"";"20110621"
"00012928800723";"Right Place, Wrong Time";"272089";"3432-0";"";""
"00012928800822";"Lord Of The Highway";"242746";"3432-0";"";"20110531"
"00012928801126";"Fair & Square";"242759";"3432-0";"";"20110510"
"00012928801225";"The Gift";"270634";"3432-0";"";"20110621"
"00012928801423";"Brand New";"247627";"3432-0";"";"20110412"
"00012928801522";"Dig All Night";"242746";"3432-0";"";"20110531"
"00012928801829";"Jimmie Dale Gilmore";"242759";"3432-0";"";"20110510"
"00012928801928";"Blue Soul";"270634";"3432-0";"";"20110621"
"00012928802321";"Battleground";"247627";"3432-0";"";"20110412"
"00012928802529";"Live At Slims: Volume 1";"270634";"3432-0";"";"20110621"
"00012928802727";"I Feel So Bad";"272081";"3432-0";"";"20110628"
"00012928802826";"Johnny Shines";"259589";"3432-0";"";"20110517"
"00012928802925";"Blue Blvd.";"242745";"3432-0";"";"20110419"
"00012928803120";"Been Gone Too Long";"268668";"3432-0";"";"20110614"
"00012928803328";"After the Farm";"249723";"3432-0";"";"20110607"
"00012928803526";"Just Like Old Times";"274091";"3432-0";"";"20110705"
"00012928803625";"Live At Slim's Volume 2";"270634";"3432-0";"";"20110621"
"00012928803922";"Tennessee Border";"272092";"3432-0";"";"20110628"
"00012928804028";"Blue Collar Blues";"274083";"3432-0";"";"20110705"
"00012928804424";"Live In Las Vegas";"261571";"3432-0";"";"20110524"
"00012928804622";"Tribal Thunder";"197791";"3432-0";"";"20110412"
"00012928804721";"Once More With Feeling";"249723";"3432-0";"";"20110607"
"00012928804929";"Museum Of Heart";"242745";"3432-0";"";"20110419"
"00012928805025";"I'm A Texan";"247627";"3432-0";"";"20110412"
"00012928805322";"Jumping From 6 to 6";"251049";"3432-0";"";"20110705"
"00012928805421";"King Of California";"242745";"3432-0";"";"20110419"
"00012928805520";"Unknown Territory";"197791";"3432-0";"";"20110412"
"00012928805629";"Jumping From 6 to 6";"251049";"3432-0";"";"20110426"
"00012928805827";"Tulare Dust: A Songwriters' Tribute to Merle Haggard";"74959";"3432-0";"";"20110705"
"00012928805926";"Untamed";"274091";"3432-0";"";"20110712"
"00012928806022";"Up On The Lowdown";"245237";"3432-0";"";"20110405"
"00012928806121";"Cheatin' Heart Attack";"251050";"3432-0";"";"20110426"
"00012928806329";"Your Love and Other Lies";"242761";"3432-0";"";"20110329"
"00012928806428";"Swingin' West";"251049";"3432-0";"";"20110426"
"00012928806626";"The Rose of the San Joaquin";"121141";"3432-0";"";"20110329"
"00012928806725";"Rockabilly Filly";"249723";"3432-0";"";"20110607"
"00012928806824";"Sleeping With A Stranger";"266228";"3432-0";"";"20110607"
"00012928807029";"Blessed Or Damned";"251050";"3432-0";"";"20110426"
"00012928807326";"You Can Say That Again";"261606";"3432-0";"";"20110524"
"00012928807425";"Interstate City";"249722";"3432-0";"";"20110419"
"00012928807722";"Small Revelations";"245237";"3432-0";"";"20110405"
"00012928807920";"Blue Pony";"247626";"3432-0";"";"20110412"
"00012928808125";"The Long Way Around";"121141";"3432-0";"";"20110329"
"00012928808224";"I Hate These Songs";"251050";"3432-0";"";"20110426"
"00012928808323";"Feelin' Kinda Lucky";"251049";"3432-0";"";"20110426"
"00012928808422";"Poison Love";"242761";"3432-0";"";"20110329"
"00012928808521";"Hot Rod Lincoln";"253917";"3432-0";"";"20110503"
"00012928808620";"American Music";"92627";"3432-0";"";"20110405"
"00012928808927";"Friends Of Mine";"242754";"3432-0";"";"20110524"
"00012928809122";"Blackjack David";"242745";"3432-0";"";"20110419"
"00012928809221";"Dedicated To You";"251115";"3432-0";"";"20110426"
"00012928809429";"Swingin' Stampede";"253875";"3432-0";"";"20110503"
"00012928809726";"The Secret Handshake";"263725";"3432-0";"";"20110531"
"00012928809825";"Drive You Home Again";"245237";"3432-0";"";"20110405"
"00012928810029";"Raise A Ruckus";"253917";"3432-0";"";"20110503"
"00012928810326";"Broken Things";"247626";"3432-0";"";"20110412"
"00012928810425";"Tall Tales";"253875";"3432-0";"";"20110503"
"00012928810722";"The Long Ride";"242754";"3432-0";"";"20110524"
"00012928810821";"The One And Only";"259598";"3432-0";"";"20110517"
"00012928811026";"More Million Sellers";"257535";"3432-0";"";"20110510"
"00012928811125";"Cruel Moon";"242761";"3432-0";"";"20110405"
"00012928811521";"Make Up For The Lost Time";"266229";"3432-0";"";"20110607"
"00012928812221";"Public Domain: Songs From The Wild Land";"242745";"3432-0";"";"20110419"
"00012928812320";"Night Tide";"251049";"3432-0";"";"20110426"
"00012928812429";"Dev'lish Mary";"253875";"3432-0";"";"20110503"
"00012928812528";"Password";"263725";"3432-0";"";"20110531"
"00012928812924";"No Stranger To A Tele";"249715";"3432-0";"";"20110419"
"00012928813228";"Borderland";"121141";"3432-0";"";"20110322"
"00012928813525";"Buddy & Julie Miller";"245222";"3432-0";"";"20110405"
"00012928813723";"Here I Am In Dallas";"261538";"3432-0";"";"20110524"
"00012928813822";"Tied To The Wheel";"253917";"3432-0";"";"20110503"
"00012928814027";"Best Of The Hightone Years";"251050";"3432-0";"";"20110426"
"00012928814126";"Best Of The Hightone Years";"247627";"3432-0";"";"20110412"
"00012928814225";"26 Days On The Road";"249716";"3432-0";"";"20110510"
"00012928814423";"Out In California";"249722";"3432-0";"";"20110419"
"00012928814720";"Ghost Train";"253875";"3432-0";"";"20110503"
"00012928814829";"Trouble Bound";"92627";"3432-0";"";"20110405"
"00012928814928";"Midnight And Lonesome";"242761";"3432-0";"";"20110329"
"00012928815123";"Heritage of the Blues";"263723";"3432-0";"";"20110531"
"00012928815321";"Skull & Crossbones Blues";"259589";"3432-0";"";"20110517"
"00012928815420";"Modern Art";"121141";"3432-0";"";"20110322"
"00012928815529";"I Wanna Go Home";"259603";"3432-0";"";"20110621"
"00012928815628";"Shake It Baby";"261678";"3432-0";"";"20110524"
"00012928815826";"Train Home";"245237";"3432-0";"";"20110405"
"00012928815925";"The Complete Hightone Sessions";"268667";"3432-0";"";"20110621"
"00012928816328";"Continental Stomp";"253875";"3432-0";"";"20110503"
"00012928816526";"Indians Cowboys Horses Dogs";"121141";"3432-0";"";"20110322"
"00012928816625";"Don't Look For A Heartache";"242759";"3432-0";"";"20110510"
"00012928816724";"Guest House";"242749";"3432-0";"";"20110614"
"00012928816823";"Bandera Highway";"249723";"3432-0";"";"20110607"
"00012928816922";"Rockin' Big Sandy";"251049";"3432-0";"";"20110426"
"00012928817028";"Love Snuck Up";"245222";"3432-0";"";"20110405"
"00012928817127";"My Name Is Deke";"257532";"3432-0";"";"20110510"
"00012928817226";"Settle For Love";"242746";"3432-0";"";"20110531"
"00012928817325";"For The Ladies";"249715";"3432-0";"";"20110419"
"00012928817424";"Timeless";"268670";"3432-0";"";"20110614"
"00012928817523";"The Lost Topic Tapes: Cowes Harbour 1957";"242754";"3432-0";"";"20110524"
"00012928817622";"The Lost Topic Tapes: Isle of Wight 1957";"242754";"3432-0";"";"20110524"
"00012928817721";"Hotwalker";"121141";"3432-0";"";"20110322"
"00012928817820";"Rum & Rodeo";"274091";"3432-0";"";"20110712"
"00012928818223";"Got Love";"267325";"3432-0";"";"20110607"
"00012928818322";"Up To My Old Tricks Again";"259597";"3432-0";"";"20110517"
"00012928818629";"King Of Dieselbilly";"253917";"3432-0";"";"20110503"
"00012928819022";"Love & Fear";"121141";"3432-0";"";"20110322"
"00012928819220";"Going Back To Brooklyn";"242748";"3432-0";"";"20110510"
"00012928819428";"The Golden West";"267324";"3432-0";"";"20110607"
"00012928819626";"Wounded Heart Of America";"121141";"3432-0";"";"20110329"
"00013431003724";"Dream";"100681";"6338-0";"";"20070220"
"00013431100461";"Goza Mi Timbal";"100516";"26087-0";"";"20030422"
"00013431102762";"Live At The Loa - Summer Wind";"100558";"6781-0";"";"20060704"
"00013431103165";"Out Of Sight!";"100656";"6338-0";"";"20060718"
"00013431103660";"At Last";"115363";"6781-0";"";"20060523"
"00013431200420";"The Charlie Byrd Christmas Album";"100825";"6338-0";"";"20070130"
"00013431201427";"The Washington Guitar Quintet";"100825";"6338-0";"";"20070320"
"00013431210221";"Here At The Mayflower";"117488";"6338-0";"";"20060801"
"00013431210528";"Virtuosi";"115463";"6781-0";"";"20060613"
"00013431210627";"In Blue";"100685";"6781-0";"";"20060314"
"00013431210726";"Tales Of Wonder";"115432";"6781-0";"";"20060411"
"00013431210825";"Ballads And Blues";"100698";"6781-0";"";"20060620"
"00013431211228";"Blue Moon";"112812";"6338-0";"";"20061003"
"00013431211426";"Live At The Blue Note";"115392";"6338-0";"";"20070220"
"00013431211723";"From The Beginning";"100553";"6338-0";"";"20061205"
"00013431211822";"Two Darn Hot";"100687";"6338-0";"";"20060718"
"00013431212027";"Conga Caliente";"100656";"6338-0";"";"20060718"
"00013431212126";"Duets";"100540";"6338-0";"";"20070227"
"00013431212423";"Secret Heart";"115419";"6698-0";"";"20060627"
"00013431212522";"The Gathering";"100657";"6781-0";"";"20060523"
"00013431212928";"Ballad Essentials : Susannah McCorkle";"379418";"6781-0";"";""
"00013431213222";"Hot Timbales!";"100659";"6781-0";"";"20060509"
"00013431213420";"Sings Arlen & Berlin";"100679";"6781-0";"";"20060328"
"00013431213529";"Plays Jobim";"100825";"6338-0";"";"20070821"
"00013431213628";"La Perfecta II";"115291";"6781-0";"";"20060704"
"00013431213826";"Keely Swings Basie-Style With Strings";"115312";"6781-0";"";"20060411"
"00013431214328";"Big Band Soul";"100699";"6781-0";"";"20060620"
"00013431214922";"Songs, Stories & Spirituals";"115563";"6781-0";"";"20060613"
"00013431215028";"Maia";"120066";"6781-0";"";"20060704"
"00013431215226";"Hopeless Romantics";"100540";"6781-0";"";"20060530"
"00013431215325";"Ultimate Latin Dance Party";"100656";"6338-0";"";"20061010"
"00013431215929";"Peter Cincotti";"117565";"6781-0";"";"20060314"
"00013431216025";"Falling In Love Again";"117646";"6781-0";"";"20060627"
"00013431216124";"Live !";"100660";"6781-0";"";"20060620"
"00013431216322";"The Best Of The Concord Years";"100679";"6781-0";"";"20060509"
"00013431216421";"Ray Brown:  The Best Of the Concord Years";"100703";"6338-0";"";"20060815"
"00013431216629";"The Last Concert";"100679";"6338-0";"";"20071009"
"00013431216728";"Straight Ahead";"100821";"6338-0";"";"20060801"
"00013431217022";"Ballad Essentials:  Gene Harris";"100699";"6338-0";"";"20070904"
"00013431217220";"Live In London";"117556";"6781-0";"";"20060627"
"00013431217725";"Hot Hands";"115292";"6338-0";"";"20060801"
"00013431218029";"Ritmo Caliente";"115291";"6781-0";"";"20060627"
"00013431218425";"Nnenna Freelon Live";"115432";"6781-0";"";"20060411"
"00013431218524";"You Inspire Me";"115419";"6781-0";"";"20060627"
"00013431218722";"Keep On Running";"112812";"6338-0";"";"20060711"
"00013431218920";"Y'All Just Don't Know";"117557";"6698-0";"";"20060627"
"00013431219125";"Blue Muse";"100823";"6781-0";"";"20060620"
"00013431219521";"Life Is Beautiful";"100677";"6781-0";"";"20060606"
"00013431219828";"Together Again";"100676";"6781-0";"";"20060314"
"00013431219927";"Birds Of A Feather";"100657";"6781-0";"";"20060523"
"00013431220022";"Street Signs";"114760";"6781-0";"";"20060516"
"00013431220220";"Latin Jazz Christmas";"100530";"6338-0";"";"20061017"
"00013431220329";"Only One Life - The Songs Of Jimmy Webb";"115252";"6781-0";"";"20060530"
"00013431220428";"Outrageously Wild";"115392";"6698-0";"";"20060725"
"00013431220725";"In A Mellow Tone";"115571";"6781-0";"";"20060613"
"00013431220923";"Midnight";"115340";"6781-0";"";"20060509"
"00013431221029";"Coming Up";"114760";"6781-0";"";"20060328"
"00013431221623";"Blackbird";"117563";"6781-0";"";"20060228"
"00013431221722";"Generations";"115463";"6781-0";"";"20060613"
"00013431221821";"85 Candles - Live In New York";"117564";"6781-0";"";"20060620"
"00013431222026";"Wild For You";"100685";"6781-0";"";"20060314"
"00013431222125";"On The Moon";"117565";"6781-0";"";"20060314"
"00013431222422";"Mommy & Me: Playgroup Favorites";"100530";"6338-0";"";"20061226"
"00013431222521";"Mommy & Me: More Playgroup Favorites";"100530";"6338-0";"";"20061226"
"00013431222729";"The Classic Concert Live";"100540";"6781-0";"";"20060221"
"00013431222927";"Legacy";"117566";"6781-0";"";"20060228"
"00013431223023";"Party At Puente's Place";"100659";"6781-0";"";"20060620"
"00013431223122";"From Bing To Billie";"100679";"6781-0";"";"20060328"
"00013431223221";"Steaming Hot";"100680";"6338-0";"";"20070821"
"00013431223320";"Windows";"100534";"6338-0";"";"20070925"
"00013431223429";"Blakey's Beat";"115894";"6338-0";"";"20070904"
"00013431223528";"Byrd & Brazil";"100825";"6338-0";"";"20070925"
"00013431223726";"Ultimate Mancini";"117567";"6781-0";"";"20060516"
"00013431223825";"The Rosemary Clooney Show: Songs From The Classic Television Series";"100679";"6781-0";"";""
"00013431223924";"Instant Party";"100659";"6781-0";"";"20060411"
"00013431224020";"Instant Party";"100687";"6338-0";"";"20070821"
"00013431224129";"Instant Party";"100665";"6338-0";"";"20060718"
"00013431224327";"Sings The Rodgers & Hart Songbook";"100677";"6781-0";"";"20060221"
"00013431224426";"Rewind That";"115880";"6781-0";"";"20060328"
"00013431224723";"Instant Party";"100699";"6338-0";"";"20070904"
"00013431224822";"Genius Loves Company";"94618";"6781-0";"";"20060221"
"00013431225027";"Instant Party";"100656";"6781-0";"";"20060404"
"00013431225126";"Scores: Songs From Copacabana And Harmony";"117488";"6781-0";"";"20060314"
"00013431225522";"The Complete Improv Recordings";"100677";"6781-0";"";"20060627"
"00013431225720";"The Original Jam Sessions 1969";"117437";"6338-0";"";"20060711"
"00013431225829";"Heavy Juice";"117578";"6781-0";"";"20060627"
"00013431225928";"Terminal 1";"115896";"6338-0";"";"20060718"
"00013431226024";"The Rolling Stones Project";"119462";"6781-0";"";"20060228"
"00013431226321";"Timeless";"114793";"8366-0";"";"20060214"
"00013431226420";"Schuur Fire";"115340";"6781-0";"";"20060228"
"00013431226628";"Vegas '58 - Today";"115312";"6781-0";"";"20060228"
"00013431226727";"Jamie Oldaker's Mad Dogs & Okies";"117579";"6781-0";"";"20060228"
"00013431226925";"Concord Picante 25th Anniversary Collection";"100530";"6781-0";"";"20060509"
"00013431227021";"Here And Now";"100657";"6781-0";"";"20060228"
"00013431227120";"And So Is Love";"117597";"6781-0";"";"20060228"
"00013431227328";"Inspired Standards - Good For The Soul";"117598";"6781-0";"";"20060411"
"00013431227427";"Back In New York";"100553";"6781-0";"";"20060228"
"00013431227526";"I Think It's Going To Rain Today";"115419";"6781-0";"";"20060228"
"00013431227625";"Listen Here";"115291";"6781-0";"";"20060228"
"00013431227724";"Next Generation";"115463";"6781-0";"";"20060228"
"00013431227823";"Ballad Essentials";"100823";"6781-0";"";"20060321"
"00013431227922";"Ballad Essentials";"100679";"6781-0";"";"20060314"
"00013431228028";"Homage To Jobim";"100825";"6781-0";"";"20060228"
"00013431228127";"Harold Arlen Centennial Celebration 100";"100530";"6338-0";"";"20060801"
"00013431228523";"Reflections Of Rosemary";"117601";"6781-0";"";"20060228"
"00013431228622";"What Love Is";"118565";"6781-0";"";"20060404"
"00013431228820";"Some Bridges";"115799";"6338-0";"";"20060919"
"00013431228929";"Blueprint Of A Lady";"115432";"6697-0";"";"20060214"
"00013431229025";"Do It!";"100656";"7154-0";"";"20060214"
"00013431229124";"Footprints";"100685";"6781-0";"";"20060418"
"00013431229926";"Lucky To Be Me";"115875";"6781-0";"";"20060328"
"00013431230120";"Zucchero & Co.";"117602";"8365-0";"";"20060620"
"00013431230229";"Break Out";"115901";"6781-0";"";"20060221"
"00013431230526";"Don't Mess With The Dragon";"114760";"6338-0";"";"20070403"
"00013431230625";"Organic Vibes";"100698";"6781-0";"";"20060321"
"00013431230724";"Good Night, Good Luck";"115390";"6697-0";"";"20060214"
"00013431310129";"Livingston And Evans Songbook Featuring Michael Feinstein";"115252";"6781-0";"";"20060530"
"00013431310426";"The Love Album";"117625";"6781-0";"";"20060221"
"00013431402626";"A Sign Of The Times";"100715";"6338-0";"";"20070227"
"00013431404729";"Everything's Coming Up Rosie";"100679";"6781-0";"";"20060221"
"00013431408123";"Tribute To Billie Holiday";"100679";"6781-0";"";"20060221"
"00013431408222";"Bluebyrd";"100825";"6338-0";"";"20070227"
"00013431408628";"From This Moment On";"100534";"6338-0";"";"20070130"
"00013431411222";"Sings The Lyrics Of Ira Gershwin";"100679";"6781-0";"";"20060221"
"00013431411321";"La Onda Va Bien";"100664";"6338-0";"";"20070227"
"00013431412724";"Tenorshoes";"100553";"6338-0";"";"20061128"
"00013431412823";"Two For The Road";"100540";"6697-0";"";"20090331"
"00013431414728";"Never Make Your Move Too Soon";"100696";"6338-0";"";"20070130"
"00013431415022";"Brazilian Soul";"100825";"6338-0";"";"20070130"
"00013431415428";"Chromatic Palette";"100715";"6338-0";"";"20070327"
"00013431417828";"Paper Moon";"101256";"6338-0";"";"20070130"
"00013431418528";"Sings The Music Of Cole Porter";"100679";"6781-0";"";"20060221"
"00013431418825";"Pure Getz";"100678";"6338-0";"";"20070227"
"00013431418924";"Heat Wave";"100664";"6338-0";"";"20070130"
"00013431419020";"An Evening With George Shearing and Mel Torm̩";"100540";"6338-0";"";"20070206"
"00013431419624";"Keystone 3";"115894";"6698-0";"";"20060822"
"00013431419822";"Concord On A Summer Night";"117484";"6781-0";"";"20060606"
"00013431420422";"Cookin' On All Burners";"115686";"6338-0";"";"20070306"
